"pays","longitude","latitude","eve_jour","eve_mois","eve_annee","sou_descriptif_evenement","imp_bati","imp_ouvrage_protection","imp_infrastructure_port","imp_mer","imp_reseau_transport","imp_autre_reseau","imp_foncier_agricole","imp_cote","imp_infrastructure_public","imp_vegetation","imp_degat_humain","imp_risque_techno","imp_descriptif"
"France","2.3860480947966076","51.04936786422389",11,1,1978,"Des pointes de 137 km/h ont été enregistrées au sémaphore de Dunkerque. Tout a commencé dans la nuit du mercredi 11 au jeudi 12 janvier, avec un très fort vent de Nord qui a « gonflé » une marée d'un niveau initial déjà conséquent. Coefficient de marée : 109 le mercredi 11 et 107 le jeudi 12. Surcote de 113 cm à Dunkerque, 110 cm à Calais et 88 cm à Boulogne/Mer. Vers 2h00 du matin, jeudi, à l'heure de la marée haute, la digue de Dunkerque-Malo a été immergée sous une hauteur d'eau atteignant parfois 1 m. Des dégâts importants ont été causés sur le front de mer et dans les rues voisines : caves inondées, vitrines et terrasses couvertes déformées, lampadaires brisés, ... A la marée de 15h00, haute de 6 m., hier, la digue de Dunkerque-Malo a de nouveau été immergée dans sa partie Ouest. ( ...) Le vent et l'eau se sont engouffrés à l'intérieur des terrasses des cafés, restaurants, étalages de magasins, bousculant mobilier, marchandises et mettant tout sans dessus-dessous. ( ...) Ajoutons à cela et pour ce qui concerne la digue elle-même : un lampadaire de l'éclairage public brisé comme une allumette, des autos projetées sur les murs, des dégâts causés au revêtement en dallage. ( ...) des caves inondées, avenue About et digue de Mer. ( ...) depuis la tempête de 1953, et mis à part les tempêtes et marées d'équinoxe qui amènent la mer « à fleur » de la digue de Malo, celle-ci n'avait jamais été totalement immergée comme elle l'était aux premières heures de la journée de jeudi. Si la tempête avait quelque peu perdu de sa violence, la marée de 15h00 allait de nouveau envahir le front de mer. ( ...) le flot venait mourir au pied des immeubles et remontait mème dans certaines artères adjacentes comme les rues Hoche, de Flandres, Duhan. Photo de gauche: L'après-midi, à la marée haute, la mer déchainée, a submergée la digue de Malo à nouveau. Photo de droite: Terrasses fermées et vitrines des cafés, restaurants, magasins du front de mer de Dunkerque-Malo ont payé un lourd tribut matériel au mauvais temps",True,True,NULL,NULL,True,True,NULL,NULL,True,NULL,NULL,NULL,"Vers 2h00 du matin, jeudi, à l'heure de la marée haute, la digue de Dunkerque-Malo a été immergée sous une hauteur d'eau atteignant parfois 1 m. Des dégâts importants ont été causés sur le front de mer et dans les rues voisines : caves inondées, vitrines et terrasses couvertes déformées, lampadaires brisés, ... A la marée de 15h00, haute de 6 m., hier, la digue de Dunkerque-Malo a de nouveau été immergée dans sa partie Ouest. ( ...) Le vent et l'eau se sont engouffrés à l'intérieur des terrasses des cafés, restaurants, étalages de magasins, bousculant mobilier, marchandises et mettant tout sans dessus-dessous. ( ...) Ajoutons à cela et pour ce qui concerne la digue elle-même : un lampadaire de l'éclairage public brisé comme une allumette, des autos projetées sur les murs, des dégâts causés au revêtement en dallage. ( ...) des caves inondées, avenue About et digue de Mer. [...] Si la tempête avait quelque peu perdu de sa violence, la marée de 15h00 allait de nouveau envahir le front de mer. ( ...) le flot venait mourir au pied des immeubles et remontait mème dans certaines artères adjacentes comme les rues Hoche, de Flandres, Duhan. Photo de gauche: L'après-midi, à la marée haute, la mer déchainée, a submergée la digue de Malo à nouveau. Photo de droite: Terrasses fermées et vitrines des cafés, restaurants, magasins du front de mer de Dunkerque-Malo ont payé un lourd tribut matériel au mauvais temps"
"France","1.8677200095709736","50.969398499641215",11,1,1978,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26"
"France","-2.7665540654972065","48.53320667166441",11,1,1978,"Brignogan, restaurant inondé // Trédrez-Locquémeau, Submersion de la route // Ploubalzanec, Inondation de plusieurs propriétés privées // Saint-Pol-de-Léon, inondation du camping du man // Plérin Les Rosaires, inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue // Carantec, route coupée // Saint-Quay-Portrieux, Casino inondé puis effondré // Saint-Malo Le sillon",True,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[...] inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue"
"France","0.20472630037863837","49.70402599290543",11,1,1978,"13 janvier 1978: une violente tempête s'est élevée dans la nuit provoquant de nombreux dégâts. Les caloges ont beaucoup souffert , l'une d'elles, arrachée de son socle de pierre et de ciment, fut soulevée par une lame et retomba 3 mètres plus bas, empalée sur la proue d'une barque. Les petites embarcations ont été réduites en miettes alors que de fortes brèches endommageaient les bateaux plus importants. Les cabestans ont été brisés. Bris de bois et tout ce qui pouvait voler a été déplacé et projeté contre la rambarde de la place De Gaulle",True,NULL,True,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Les caloges ont beaucoup souffert , l'une d'elles, arrachée de son socle de pierre et de ciment, fut soulevée par une lame et retomba 3 mètres plus bas, empalée sur la proue d'une barque. Les petites embarcations ont été réduites en miettes alors que de fortes brèches endommageaient les bateaux plus importants. Les cabestans ont été brisés. Bris de bois et tout ce qui pouvait voler a été déplacé et projeté contre la rambarde de la place De Gaulle"
"France","-1.247992156612554","46.33661021269131",11,1,1978,"En raison de la forte marée et d'une violente tempête, la digue des polders de St-Michel-en-l'Herm a cédé et l'eau a envahi les terres. Les pelleteuses ont travaillé sans relâche pour colmater la brèche qui s'étendait sur une largeur de plus de 200 mètres",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[...] la digue des polders de St-Michel-en-l'Herm a cédé et l'eau a envahi les terres. Les pelleteuses ont travaillé sans relâche pour colmater la brèche qui s'étendait sur une largeur de plus de 200 mètres"
"France","-4.332969436090423","48.66766557540615",11,1,1978,"Brignogan, restaurant inondé // Trédrez-Locquémeau, Submersion de la route // Ploubalzanec, Inondation de plusieurs propriétés privées // Saint-Pol-de-Léon, inondation du camping du man // Plérin Les Rosaires, inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue // Carantec, route coupée // Saint-Quay-Portrieux, Casino inondé puis effondré // Saint-Malo Le sillon",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[...] restaurant inondé"
"France","-3.333829972375156","47.695125120628006",26,2,1978,"Gâvres, route submergée sur 800m, brèche de 80 m",NULL,NULL,NULL,NULL,True,NULL,NULL,True,NULL,NULL,NULL,NULL,"Gâvres, route submergée sur 800m, brèche de 80 m"
"France","-4.263683190774356","47.806999792069334",12,12,1978,"Tréffiagat, dune éventrée et 25 ha de terres inondés // Penmarc'h, les vagues franchissent le mur-barrage et ravagent les terres-pleins du port, la mer franchit le cordon dunaire à Toul ar Steir et inonde les terres en arrière",NULL,NULL,NULL,NULL,NULL,NULL,True,True,NULL,NULL,NULL,NULL,"[...] dune éventrée et 25 ha de terres inondé"
"France","-4.341551156460525","47.81218691169681",12,12,1978,"Tréffiagat, dune éventrée et 25 ha de terres inondés // Penmarc'h, les vagues franchissent le mur-barrage et ravagent les terres-pleins du port, la mer franchit le cordon dunaire à Toul ar Steir et inonde les terres en arrière",NULL,True,True,NULL,NULL,NULL,True,True,NULL,NULL,NULL,NULL,"[...] les vagues franchissent le mur-barrage et ravagent les terres-pleins du port, la mer franchit le cordon dunaire à Toul ar Steir et inonde les terres en arrière"
"France","-1.5148300000043378","43.5273200003179",31,12,1978,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-1.5148300000043378","43.5273200003179",31,12,1978,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","1.0844900003134512","49.92916999999568",31,12,1978,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","1.0844900003134512","49.92916999999568",31,12,1978,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-4.495039939341552","48.38290023985434",31,12,1978,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-4.495039939341552","48.38290023985434",31,12,1978,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-4.263683190774356","47.806999792069334",31,12,1978,"Tréffiagat, La mer passe par dessus les dunes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,"La mer passe par dessus les dunes"
"France","1.8677200095709736","50.969398499641215",31,12,1978,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","1.8677200095709736","50.969398499641215",31,12,1978,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-1.635508000093978","49.651446999979214",31,12,1978,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-1.635508000093978","49.651446999979214",31,12,1978,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-1.2206499578291528","46.15850067126911",31,12,1978,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.11m, Calais : 0.02m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.08m, Le Havre : 0.25m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-1.2206499578291528","46.15850067126911",31,12,1978,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.45m, Calais : 0.11m, Boulogne-sur-Mer : 0.12m, Dieppe : 0.33m, Le Havre : 0.08m, Cherbourg : 0.32m, Roscoff : 0.32m, Le Conquet : 0.48m, Brest : 0.43, Port-Tudy : 0.41m, Saint-Nazaire : 0.59m, La Rochelle : 0.56m, Boucau : 0.31m, Socoa : 0.27m"
"France","-1.918709133119819","46.69041574359187",NULL,12,1978,"Décembre 1978, la tempête attaque le perré en face de la Villa « Rochebonne ». Des enrochements, en épis, sur 100 m, sont placés sur l'estran, au nord d e la Villa Notre Dame. Dans le même temps, la dune de la Garenne, privée des apports éoliens qui glissent sur la route faîtière de béton jusqu'au port, s'affaisse de plus en plus. Le port exposé aux vents et aux sables nécessite des dragages qui, outre leur coût, ont le grave inconvénient de ronger le pied de la dune qui, s'effondrant dans le port, en aggrave l'ensablement.",NULL,True,True,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,"Décembre 1978, la tempête attaque le perré en face de la Villa « Rochebonne ». Des enrochements, en épis, sur 100 m, sont placés sur l'estran, au nord de la Villa Notre Dame. Dans le même temps, la dune de la Garenne, privée des apports éoliens qui glissent sur la route faîtière de béton jusqu'au port, s'affaisse de plus en plus. Le port exposé aux vents et aux sables nécessite des dragages qui, outre leur coût, ont le grave inconvénient de ronger le pied de la dune qui, s'effondrant dans le port, en aggrave l'ensablement."
"France","-1.2206499578291528","46.15850067126911",28,3,1979,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26"
"France","1.0844900003134512","49.92916999999568",28,3,1979,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26"
"France","-1.635508000093978","49.651446999979214",28,3,1979,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26"
"France","-1.5148300000043378","43.5273200003179",28,3,1979,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26"
"France","-4.495039939341552","48.38290023985434",28,3,1979,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26"
"France","-0.758043014073678","45.198713956584015",28,3,1979,"Quelques exemples des plus fortes surcotes observées			
Date	Surcote (en mètres)	Coefficient de marée	
27/12/1999	2,01	77	
07/02/1996	1,43	87	
04/02/1955	1,43	59	
21/10/1980	1,29	116	
10/11/1965	1,28	81	
05/01/1919	1,25	89	
07/01/1919	1,2	83	
29/12/1951	1,2	92	
			
Les plus hauts niveaux observés à Pauillac			
Date	Niveaux en mètres par	Cote terrestre correspondante	Coefficient de marée 	Rapport au zéro d’étiage	m NGF	
27/12/1999	7,06	4,47	77
14-03-1937*	6,7	4,15	111
28/03/1979	6,69	4,1	109
23/12/1995	6,69	4,1	107
07/02/1996	6,63	4,04	87
11/01/1978	6,62	4,03	106
16-02-1941*	6,61	4,06	97
* Voir Annexe 1.			
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3ème niveau d'eau le plus haut observé à  Pauillac"
"France","1.8677200095709736","50.969398499641215",28,3,1979,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.20m, Calais: 0.18m, Boulogne : 0.22m, Dieppe: 0.15m, Le Havre : 0.38m, Cherbourg : 0.02m, Roscoff : -0.01m, Le Conquet : 0.32m, Brest: 0.16m, Port-Tudy : 0.25m, Saint Nazaire: 0.32m, La Rochelle - La Pallice: 0.39, Boucau : 0.26m, Socoa : 0.26"
