"pays","longitude","latitude","eve_jour","eve_mois","eve_annee","imp_descriptif","sou_descriptif_evenement","imp_bati","imp_ouvrage_protection","imp_infrastructure_port","imp_mer","imp_reseau_transport","imp_autre_reseau","imp_foncier_agricole","imp_cote","imp_infrastructure_public","imp_vegetation","imp_degat_humain","imp_risque_techno"
"France","-3.4197363166876538","47.784071637585036",12,12,1903,"L'attachement des dégâts causés par la tempête du 12 décembre 1903, sur la route d'accès de Kerdual à Sac Quéven porté au numéro 6, folios 16 et 17 de mon carnet d'attachement accepté par Monsieur Jamet entrepreneur, comprend la reconstruction de la tablette du perré avec mortier de chaux hydraulique sur une longueur de 160. Le mortier de ces maçonneries n'ayant pas eu le temps de faire prise a été complètement enlevé par la mer poussée par le vent très violent qu'il faisait, une partie du perré a été complètement enlevée","L'attachement des dégâts causés par la tempête du 12 décembre 1903, sur la route d'accès de Kerdual à Sac Quéven porté au numéro 6, folios 16 et 17 de mon carnet d'attachement accepté par Monsieur Jamet entrepreneur, comprend la reconstruction de la tablette du perré avec mortier de chaux hydraulique sur une longueur de 160. Le mortier de ces maçonneries n'ayant pas eu le temps de faire prise a été complètement enlevé par la mer poussée par le vent très violent qu'il faisait, une partie du perré a été complètement enlevée",NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.4421774865499963","47.73249770833673",12,12,1903,"Mais des avaries sérieuses se sont produites à la cale de Lomener, sur le littoral de la commune de Ploemeur, qui a été démolie sur 1/3 environ de sa longueur : [......]","La violente tempête du Sud qui a sévi sur notre littoral le 12 décembre courant a produit un certain nombre de dégradations aux ouvrages de notre service, ces dégradations n'ont du reste pour quelques ouvrages qu'une importance relativement faible et les crédits d'entretien pensent y parer. Mais des avaries sérieuses se sont produites à la cale de Lomener, sur le littoral de la commune de Ploemeur, qui a été démolie sur 1/3 environ de sa longueur : [...] Nous pensons que la démolition qui vient de se produire est une conséquence du peu de résistance à la mer de la maçonnerie de chaux hydraulique. [...] La tempête du 12 décembre a été particulièrement violente et l'ouvrage en question étant battu par la mer. Malgré que les joints fussent saints, le choc des lames a dû démolir d'abord quelques pierres de tablette et partie du cantelage et la mer a eu ensuite une prise facile dans le coeur de la maçonnerie",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.378831036722829","47.750261137042",12,12,1903,"Ces renseignements me seraient utiles pour répondre à une réclamation d'Entrepreneur dont les ouvrages situés au bord du Scorff ont subi des avaries du fait de la tempête.","Je serai très obligé à Monsieur le Lieutenant chargé de l'observatoire de me donner si possible les renseignements ci-après sur la tempête des 11 et 12 décembre: Direction du vent, Pression barométrique minima, Vitesse maxima du vent, Hauteur de la pleine mer. Ces renseignements me seraient utiles pour répondre à une réclamation d'Entrepreneur dont les ouvrages situés au bord du Scorff ont subi des avaries du fait de la tempête. » Réponse : « Les renseignements demandés ci-contre sont les suivants : Direction du vent : 11 Décembre 1903 : 8h:Ouest Nord-Ouest (force 3) 12h : Est Sud-Est (force 2) 14h : Ouest (force 1) 18h : calme 20h : calme 12 Décembre 1903 : 8h : Sud-Est (force 7) 12h : Sud (force8) 14h : Sud (force 8) 18h : Sud (force 8) 20h:Sud (force 8) Pression barométrique minimum : a eu lieu à 20h45 le 12 Décembre : 733 m/m3 à l'observatoire, ce qui correspond à 735 m/m6 pour la pression minimum réduite au niveau de la mer. Vitesse maximum du vent: l'observatoire n'a pas d'anémomètre. La vitesse du vent est appréciée de sentiment. Le plus fort chiffre enregistré dans la soirée du 12 pour la force du vent est 8 ce qui correspond vaguement à une vitesse de 100 kilomètres à l'heure. Hauteur de la pleine mer: l'observatoire n'est pas chargé de s'occuper des marées. Je ne puis donc fournir de renseignement observé. Si les Travaux Hydrauliques n'ont plus l'annuaire de 1903, voici ce que ce recueil indique : 11 Décembre 1903, pleine mer à Port Louis: hauteur en mètres à 8h55= 4,35m et à 21h30=4,20m. 12 Décembre 1903, pleine mer à Port-Louis: hauteur en mètres à 10h06=4,25m et à 22h47=4,15m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-4.328196965117684","48.0801658679606",3,2,1904,"quais envahis par la mer, usines et magasins inondés, avaries sur bateaux","L'hiver 1904 est particulièrement perturbé. Selon le journaliste du Phare de la Loire, « l'hiver actuel pourra compter pour les plus mauvais qu'on ait vu depuis 10 ans. Les tempêtes n'ont cessé de se succéder sur les côtes depuis le mois de décembre. Le mois de janvier est pluvieux et les jours précédents sont marqués par un temps très instable avec pluie et grèle. Une tempête aborde la pointe le Bretagne en fin de journée du 2 février accompagnée de pluies soutenues. Selon les réanalyses NOAA, la dépression à l'origine de cette tempête prendrait naissance le 30 janvier à proximité de la côte Est des Etats-Unis, tandis qu'une autre tempête sévit déjà sur les côtes bretonnes (vent de SSE 8B à Brest le 29/1 à 20 h). Elle traverse rapidement l'Atlantique en se creusant jusqu'à 975/970 hPa puis continue sa progression vers le Nord-Est en ralentissant et en commençant à se combler un peu, bloquée par de l'air froid sur l'Europe du nord. Si bien que dans la nuit du 1er au 2, elle fait presque du surplace. Dans la nuit du 1er au 2 février, les vents se sont renforcés de S 4B à 18h, à WSW 7B à 20h, le coef de marée est de 103 et le Conquet connait déjà un phénomène de submersion.( cf le phare de la Loire). Si les réanalyses NOAA voient avec justesse le creusement de la dépression jusqu'au large du SW de l'Irlande, la chronologie semble en retard. Les observations permettent de situer la dépression à 975 hPa vers 51 N et 8.5 W le 1er février à 18h. La pression ayant encore monté un peu à Brest en première partie de nuit, la dépression a probablement encore monté un peu en latitude pour ensuite redescendre à vers 49N et 10 W le 2 février à 7h. Le 2 février à 18 heures, elle se situe à 980 hPa à l'entrée de la Manche par 49N et 6.5W. Les vents sont de S 7 B à Ouessant, Groix et l'Ile d'Houat, de sud à sud-est 6 B à la pointe St Matthieu et Brest. Il ne pleut pas encore. A 20 h, le vent s'est encore renforcé et atteint 7 B de SSE à Brest. Au vu des heures de marée (BM à Loctudy à 22h24, 23h59 à Brest, 00h14 le 3 à Roscoff), le maximum de vent se produit donc à marée descendante. Le coefficient est de 111. Cependant la submersion se produit vers 3h30/4h après la bascule de vent à l'arrière de la dépression donc à marée montante.1) En Bretagne Comme l'attestent les articles publiés dans Ouest Eclair, les dégâts sont nombreux sur les côtes bretonnes du fait de la conjonction des fortes vagues, de la grande marée et des fortes pluies, et mème dans les terres où les fortes pluies associées à la tempête se déversent dans les rivières et les font sortir de leur lit.- Belle-Île : inondations des maisons bordant les quais, quais endommagés, plusieurs canots disparus à Sauzon - Auray : Quai inondé à marée haute - Hennebont : la conjonction des fortes pluies et des fortes marées fait déborder le Blavet, quais et maisons avoisinantes inondés.- Lorient : barques coulées, quais et maisons riveraines inondées. 1 ouvrier tué. - Groix : gros dégâts dans les travaux du port Locmaria, bateaux avariés à Port Lay, bateaux brisés à Port Tudy- Locmalo, Port-Louis, Larmor, Gavres : avaries causées par la mer - Penmarc'h : 1/3 de la commune inondé, maisons évacuées, récoltes perdues, plusieurs bâteaux coulés, 1 marin noyé, digues de Kérity et environs enlevées, digues rompues à entre Trefflagat et Plobannalec-Lesconil. - Carhaix : routes et terrains inondés, cultures endommagées. - Quimper : suite à la conjonction des grandes marées et des fortes pluies, la rivière sort de son lit et des maisons sont inondées. - Loctudy : fermes et prairies inondées. - L'Ile Tudy : maisons inondées, les vagues sont passées au dessus des dunes et ont créé des voies d'eau.- Audierne : 20 à 30 cm d'eau au dessus des quais. Digue démolie sur 20 m, passerelle endommagée. - Douarnenez : quais envahis par la mer, usines et magasins inondés, avaries sur bateaux. - Brest : avaries sur le vapeur Suzanne-Marie de la compagnie Worms, quais inondés - Le Conquet : abri du canot de sauvetage détruit, plusieurs bateaux coulés dans le port. - Roscoff : partie basse de la ville inondée, une gabarre démontée. - Morlaix : la conjonction des fortes marées et des fortes pluies entraînent des inondations le long des quais, place Thiers et place Cornic., ports et moulins enlevés par les eaux. 2) En Normandie, Ouest Cotentin- Granville : Maisons inondées au pont Jacques et rue de l'abreuvoir. Avaries sur 3 navires causées par l'un d'eux lors de sa manoeuvre pour entrer au port.- Jersey : La moitié des terres cultivées inondées, tremblement de terre signalé. 3) En Angleterre : dégâts considérables dus à la grosse marée sur les côtes sud, de l'embouchure de la Tamise aux iles Scilly. A Penzance, les portes de l'écluse ont été enlevées par la mer. 2 navires projetés contre les rochers détruits. Surcote de 2 mètres à l'embouchure de la Tamise, inondation de toute la vallée de la Tamise.",True,NULL,True,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.3500023188517503","47.70954132677099",3,2,1904,"avaries causées par la mer","L'hiver 1904 est particulièrement perturbé. Selon le journaliste du Phare de la Loire, « l'hiver actuel pourra compter pour les plus mauvais qu'on ait vu depuis 10 ans. Les tempêtes n'ont cessé de se succéder sur les côtes depuis le mois de décembre. Le mois de janvier est pluvieux et les jours précédents sont marqués par un temps très instable avec pluie et grèle. Une tempête aborde la pointe le Bretagne en fin de journée du 2 février accompagnée de pluies soutenues. Selon les réanalyses NOAA, la dépression à l'origine de cette tempête prendrait naissance le 30 janvier à proximité de la côte Est des Etats-Unis, tandis qu'une autre tempête sévit déjà sur les côtes bretonnes (vent de SSE 8B à Brest le 29/1 à 20 h). Elle traverse rapidement l'Atlantique en se creusant jusqu'à 975/970 hPa puis continue sa progression vers le Nord-Est en ralentissant et en commençant à se combler un peu, bloquée par de l'air froid sur l'Europe du nord. Si bien que dans la nuit du 1er au 2, elle fait presque du surplace. Dans la nuit du 1er au 2 février, les vents se sont renforcés de S 4B à 18h, à WSW 7B à 20h, le coef de marée est de 103 et le Conquet connait déjà un phénomène de submersion.( cf le phare de la Loire). Si les réanalyses NOAA voient avec justesse le creusement de la dépression jusqu'au large du SW de l'Irlande, la chronologie semble en retard. Les observations permettent de situer la dépression à 975 hPa vers 51 N et 8.5 W le 1er février à 18h. La pression ayant encore monté un peu à Brest en première partie de nuit, la dépression a probablement encore monté un peu en latitude pour ensuite redescendre à vers 49N et 10 W le 2 février à 7h. Le 2 février à 18 heures, elle se situe à 980 hPa à l'entrée de la Manche par 49N et 6.5W. Les vents sont de S 7 B à Ouessant, Groix et l'Ile d'Houat, de sud à sud-est 6 B à la pointe St Matthieu et Brest. Il ne pleut pas encore. A 20 h, le vent s'est encore renforcé et atteint 7 B de SSE à Brest. Au vu des heures de marée (BM à Loctudy à 22h24, 23h59 à Brest, 00h14 le 3 à Roscoff), le maximum de vent se produit donc à marée descendante. Le coefficient est de 111. Cependant la submersion se produit vers 3h30/4h après la bascule de vent à l'arrière de la dépression donc à marée montante.1) En Bretagne Comme l'attestent les articles publiés dans Ouest Eclair, les dégâts sont nombreux sur les côtes bretonnes du fait de la conjonction des fortes vagues, de la grande marée et des fortes pluies, et mème dans les terres où les fortes pluies associées à la tempête se déversent dans les rivières et les font sortir de leur lit.- Belle-Île : inondations des maisons bordant les quais, quais endommagés, plusieurs canots disparus à Sauzon - Auray : Quai inondé à marée haute - Hennebont : la conjonction des fortes pluies et des fortes marées fait déborder le Blavet, quais et maisons avoisinantes inondés.- Lorient : barques coulées, quais et maisons riveraines inondées. 1 ouvrier tué. - Groix : gros dégâts dans les travaux du port Locmaria, bateaux avariés à Port Lay, bateaux brisés à Port Tudy- Locmalo, Port-Louis, Larmor, Gavres : avaries causées par la mer - Penmarc'h : 1/3 de la commune inondé, maisons évacuées, récoltes perdues, plusieurs bâteaux coulés, 1 marin noyé, digues de Kérity et environs enlevées, digues rompues à entre Trefflagat et Plobannalec-Lesconil. - Carhaix : routes et terrains inondés, cultures endommagées. - Quimper : suite à la conjonction des grandes marées et des fortes pluies, la rivière sort de son lit et des maisons sont inondées. - Loctudy : fermes et prairies inondées. - L'Ile Tudy : maisons inondées, les vagues sont passées au dessus des dunes et ont créé des voies d'eau.- Audierne : 20 à 30 cm d'eau au dessus des quais. Digue démolie sur 20 m, passerelle endommagée. - Douarnenez : quais envahis par la mer, usines et magasins inondés, avaries sur bateaux. - Brest : avaries sur le vapeur Suzanne-Marie de la compagnie Worms, quais inondés - Le Conquet : abri du canot de sauvetage détruit, plusieurs bateaux coulés dans le port. - Roscoff : partie basse de la ville inondée, une gabarre démontée. - Morlaix : la conjonction des fortes marées et des fortes pluies entraînent des inondations le long des quais, place Thiers et place Cornic., ports et moulins enlevés par les eaux. 2) En Normandie, Ouest Cotentin- Granville : Maisons inondées au pont Jacques et rue de l'abreuvoir. Avaries sur 3 navires causées par l'un d'eux lors de sa manoeuvre pour entrer au port.- Jersey : La moitié des terres cultivées inondées, tremblement de terre signalé. 3) En Angleterre : dégâts considérables dus à la grosse marée sur les côtes sud, de l'embouchure de la Tamise aux iles Scilly. A Penzance, les portes de l'écluse ont été enlevées par la mer. 2 navires projetés contre les rochers détruits. Surcote de 2 mètres à l'embouchure de la Tamise, inondation de toute la vallée de la Tamise.",NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.2705808327390855","47.80740515252592",3,2,1904,"la conjonction des fortes pluies et des fortes marées fait déborder le Blavet, quais et maisons avoisinantes inondés","L'hiver 1904 est particulièrement perturbé. Selon le journaliste du Phare de la Loire, « l'hiver actuel pourra compter pour les plus mauvais qu'on ait vu depuis 10 ans. Les tempêtes n'ont cessé de se succéder sur les côtes depuis le mois de décembre. Le mois de janvier est pluvieux et les jours précédents sont marqués par un temps très instable avec pluie et grèle. Une tempête aborde la pointe le Bretagne en fin de journée du 2 février accompagnée de pluies soutenues. Selon les réanalyses NOAA, la dépression à l'origine de cette tempête prendrait naissance le 30 janvier à proximité de la côte Est des Etats-Unis, tandis qu'une autre tempête sévit déjà sur les côtes bretonnes (vent de SSE 8B à Brest le 29/1 à 20 h). Elle traverse rapidement l'Atlantique en se creusant jusqu'à 975/970 hPa puis continue sa progression vers le Nord-Est en ralentissant et en commençant à se combler un peu, bloquée par de l'air froid sur l'Europe du nord. Si bien que dans la nuit du 1er au 2, elle fait presque du surplace. Dans la nuit du 1er au 2 février, les vents se sont renforcés de S 4B à 18h, à WSW 7B à 20h, le coef de marée est de 103 et le Conquet connait déjà un phénomène de submersion.( cf le phare de la Loire). Si les réanalyses NOAA voient avec justesse le creusement de la dépression jusqu'au large du SW de l'Irlande, la chronologie semble en retard. Les observations permettent de situer la dépression à 975 hPa vers 51 N et 8.5 W le 1er février à 18h. La pression ayant encore monté un peu à Brest en première partie de nuit, la dépression a probablement encore monté un peu en latitude pour ensuite redescendre à vers 49N et 10 W le 2 février à 7h. Le 2 février à 18 heures, elle se situe à 980 hPa à l'entrée de la Manche par 49N et 6.5W. Les vents sont de S 7 B à Ouessant, Groix et l'Ile d'Houat, de sud à sud-est 6 B à la pointe St Matthieu et Brest. Il ne pleut pas encore. A 20 h, le vent s'est encore renforcé et atteint 7 B de SSE à Brest. Au vu des heures de marée (BM à Loctudy à 22h24, 23h59 à Brest, 00h14 le 3 à Roscoff), le maximum de vent se produit donc à marée descendante. Le coefficient est de 111. Cependant la submersion se produit vers 3h30/4h après la bascule de vent à l'arrière de la dépression donc à marée montante.1) En Bretagne Comme l'attestent les articles publiés dans Ouest Eclair, les dégâts sont nombreux sur les côtes bretonnes du fait de la conjonction des fortes vagues, de la grande marée et des fortes pluies, et mème dans les terres où les fortes pluies associées à la tempête se déversent dans les rivières et les font sortir de leur lit.- Belle-Île : inondations des maisons bordant les quais, quais endommagés, plusieurs canots disparus à Sauzon - Auray : Quai inondé à marée haute - Hennebont : la conjonction des fortes pluies et des fortes marées fait déborder le Blavet, quais et maisons avoisinantes inondés.- Lorient : barques coulées, quais et maisons riveraines inondées. 1 ouvrier tué. - Groix : gros dégâts dans les travaux du port Locmaria, bateaux avariés à Port Lay, bateaux brisés à Port Tudy- Locmalo, Port-Louis, Larmor, Gavres : avaries causées par la mer - Penmarc'h : 1/3 de la commune inondé, maisons évacuées, récoltes perdues, plusieurs bâteaux coulés, 1 marin noyé, digues de Kérity et environs enlevées, digues rompues à entre Trefflagat et Plobannalec-Lesconil. - Carhaix : routes et terrains inondés, cultures endommagées. - Quimper : suite à la conjonction des grandes marées et des fortes pluies, la rivière sort de son lit et des maisons sont inondées. - Loctudy : fermes et prairies inondées. - L'Ile Tudy : maisons inondées, les vagues sont passées au dessus des dunes et ont créé des voies d'eau.- Audierne : 20 à 30 cm d'eau au dessus des quais. Digue démolie sur 20 m, passerelle endommagée. - Douarnenez : quais envahis par la mer, usines et magasins inondés, avaries sur bateaux. - Brest : avaries sur le vapeur Suzanne-Marie de la compagnie Worms, quais inondés - Le Conquet : abri du canot de sauvetage détruit, plusieurs bateaux coulés dans le port. - Roscoff : partie basse de la ville inondée, une gabarre démontée. - Morlaix : la conjonction des fortes marées et des fortes pluies entraînent des inondations le long des quais, place Thiers et place Cornic., ports et moulins enlevés par les eaux. 2) En Normandie, Ouest Cotentin- Granville : Maisons inondées au pont Jacques et rue de l'abreuvoir. Avaries sur 3 navires causées par l'un d'eux lors de sa manoeuvre pour entrer au port.- Jersey : La moitié des terres cultivées inondées, tremblement de terre signalé. 3) En Angleterre : dégâts considérables dus à la grosse marée sur les côtes sud, de l'embouchure de la Tamise aux iles Scilly. A Penzance, les portes de l'écluse ont été enlevées par la mer. 2 navires projetés contre les rochers détruits. Surcote de 2 mètres à l'embouchure de la Tamise, inondation de toute la vallée de la Tamise.",True,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-2.983821717744771","47.66266120409265",3,2,1904,"Quai inondé à marée haute","L'hiver 1904 est particulièrement perturbé. Selon le journaliste du Phare de la Loire, « l'hiver actuel pourra compter pour les plus mauvais qu'on ait vu depuis 10 ans. Les tempêtes n'ont cessé de se succéder sur les côtes depuis le mois de décembre. Le mois de janvier est pluvieux et les jours précédents sont marqués par un temps très instable avec pluie et grèle. Une tempête aborde la pointe le Bretagne en fin de journée du 2 février accompagnée de pluies soutenues. Selon les réanalyses NOAA, la dépression à l'origine de cette tempête prendrait naissance le 30 janvier à proximité de la côte Est des Etats-Unis, tandis qu'une autre tempête sévit déjà sur les côtes bretonnes (vent de SSE 8B à Brest le 29/1 à 20 h). Elle traverse rapidement l'Atlantique en se creusant jusqu'à 975/970 hPa puis continue sa progression vers le Nord-Est en ralentissant et en commençant à se combler un peu, bloquée par de l'air froid sur l'Europe du nord. Si bien que dans la nuit du 1er au 2, elle fait presque du surplace. Dans la nuit du 1er au 2 février, les vents se sont renforcés de S 4B à 18h, à WSW 7B à 20h, le coef de marée est de 103 et le Conquet connait déjà un phénomène de submersion.( cf le phare de la Loire). Si les réanalyses NOAA voient avec justesse le creusement de la dépression jusqu'au large du SW de l'Irlande, la chronologie semble en retard. Les observations permettent de situer la dépression à 975 hPa vers 51 N et 8.5 W le 1er février à 18h. La pression ayant encore monté un peu à Brest en première partie de nuit, la dépression a probablement encore monté un peu en latitude pour ensuite redescendre à vers 49N et 10 W le 2 février à 7h. Le 2 février à 18 heures, elle se situe à 980 hPa à l'entrée de la Manche par 49N et 6.5W. Les vents sont de S 7 B à Ouessant, Groix et l'Ile d'Houat, de sud à sud-est 6 B à la pointe St Matthieu et Brest. Il ne pleut pas encore. A 20 h, le vent s'est encore renforcé et atteint 7 B de SSE à Brest. Au vu des heures de marée (BM à Loctudy à 22h24, 23h59 à Brest, 00h14 le 3 à Roscoff), le maximum de vent se produit donc à marée descendante. Le coefficient est de 111. Cependant la submersion se produit vers 3h30/4h après la bascule de vent à l'arrière de la dépression donc à marée montante.1) En Bretagne Comme l'attestent les articles publiés dans Ouest Eclair, les dégâts sont nombreux sur les côtes bretonnes du fait de la conjonction des fortes vagues, de la grande marée et des fortes pluies, et mème dans les terres où les fortes pluies associées à la tempête se déversent dans les rivières et les font sortir de leur lit.- Belle-Île : inondations des maisons bordant les quais, quais endommagés, plusieurs canots disparus à Sauzon - Auray : Quai inondé à marée haute - Hennebont : la conjonction des fortes pluies et des fortes marées fait déborder le Blavet, quais et maisons avoisinantes inondés.- Lorient : barques coulées, quais et maisons riveraines inondées. 1 ouvrier tué. - Groix : gros dégâts dans les travaux du port Locmaria, bateaux avariés à Port Lay, bateaux brisés à Port Tudy- Locmalo, Port-Louis, Larmor, Gavres : avaries causées par la mer - Penmarc'h : 1/3 de la commune inondé, maisons évacuées, récoltes perdues, plusieurs bâteaux coulés, 1 marin noyé, digues de Kérity et environs enlevées, digues rompues à entre Trefflagat et Plobannalec-Lesconil. - Carhaix : routes et terrains inondés, cultures endommagées. - Quimper : suite à la conjonction des grandes marées et des fortes pluies, la rivière sort de son lit et des maisons sont inondées. - Loctudy : fermes et prairies inondées. - L'Ile Tudy : maisons inondées, les vagues sont passées au dessus des dunes et ont créé des voies d'eau.- Audierne : 20 à 30 cm d'eau au dessus des quais. Digue démolie sur 20 m, passerelle endommagée. - Douarnenez : quais envahis par la mer, usines et magasins inondés, avaries sur bateaux. - Brest : avaries sur le vapeur Suzanne-Marie de la compagnie Worms, quais inondés - Le Conquet : abri du canot de sauvetage détruit, plusieurs bateaux coulés dans le port. - Roscoff : partie basse de la ville inondée, une gabarre démontée. - Morlaix : la conjonction des fortes marées et des fortes pluies entraînent des inondations le long des quais, place Thiers et place Cornic., ports et moulins enlevés par les eaux. 2) En Normandie, Ouest Cotentin- Granville : Maisons inondées au pont Jacques et rue de l'abreuvoir. Avaries sur 3 navires causées par l'un d'eux lors de sa manoeuvre pour entrer au port.- Jersey : La moitié des terres cultivées inondées, tremblement de terre signalé. 3) En Angleterre : dégâts considérables dus à la grosse marée sur les côtes sud, de l'embouchure de la Tamise aux iles Scilly. A Penzance, les portes de l'écluse ont été enlevées par la mer. 2 navires projetés contre les rochers détruits. Surcote de 2 mètres à l'embouchure de la Tamise, inondation de toute la vallée de la Tamise.",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.170920557237764","47.34281348685312",3,2,1904,"La mer, toujours grosse, balaie sans cesse nos côtes et fait rage dans le port. Le ressac est tellement fort que les bateaux et les vapeurs ne peuvent que difficilement accoster les quais. Mardi matin, à l'heure de la pleine mer, l'eau a débordé de toutes parts sur les quais et un grand nombre de maison ont été inondées. Il a fallu faire appel aux pompes à incendie pour vider les caves et les sous-sols d'un grand nombre de magasins et de maisons particulières.[...] Les quais sont endommagés dans les différents endroits du port","à Larmor on signale des avaries causées par la mer. La nuit dernière l'Océan a été de nouveau soulevé par la tempête du sud : outre les quartiers déjà désignés, les quais du port militaire, les quais et la place d'Alger, ont été envahis ce matin à quatre heure et les maison riveraines en partie noyées. Les habitants ont dû se réfugier aux étages en attendant le flux. [...] à Gâvres on signale des avaries causées par la mer. A Groix, on signale de grands dégâts dans les travaux du port de Locmaria. La mer est très houleuse autour de la presqu'Ile et les navires de pêche chassent sur leurs ancres dans les anses de mouillage. Dans l'après-midi du 2 février, l'isthme du fort de Penthièvre, qui est l'endroit le plus étroit de la presqu'île a été totalement recouvert par l'eau , la circulation a été un moment impossible sur toute la route et le train se rendant à Auray a roulé ses roues dans l'eau sur une longueur de 80 à 100 mètres... Mardi à marée haute, les quais et particulièrement le quai de l'enfer à Saint-Goustan ont été couverts par la mer. Le Palais : Depuis huit jours, nous avons ici un temps détestable. Le vent, la pluie, la grêle se succèdent avec un en train déconcertant, et il n'est pas rare de voir les éclairs et le tonnerre se mettre de la partie. La mer, toujours grosse, balaie sans cesse nos côtes et fait rage dans le port. Le ressac est tellement fort que les bateaux et les vapeurs ne peuvent que difficilement accoster les quais. Mardi matin, à l'heure de la pleine mer, l'eau a débordé de toutes parts sur les quais et un grand nombre de maison ont été inondées. Il a fallu faire appel aux pompes à incendie pour vider les caves et les sous-sols d'un grand nombre de magasins et de maisons particulières.[...] Les quais sont endommagés dans les différents endroits du port",True,NULL,True,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.378831036722829","47.750261137042",3,2,1904,"[...] outre les quartiers déjà désignés, les quais du port militaire, les quais et la place d'Alger, ont été envahis ce matin à quatre heure et les maison riveraines en partie noyées. Les habitants ont dû se réfugier aux étages en attendant le flux.","à Larmor on signale des avaries causées par la mer. La nuit dernière l'Océan a été de nouveau soulevé par la tempête du sud : outre les quartiers déjà désignés, les quais du port militaire, les quais et la place d'Alger, ont été envahis ce matin à quatre heure et les maison riveraines en partie noyées. Les habitants ont dû se réfugier aux étages en attendant le flux. [...] à Gâvres on signale des avaries causées par la mer. A Groix, on signale de grands dégâts dans les travaux du port de Locmaria. La mer est très houleuse autour de la presqu'Ile et les navires de pêche chassent sur leurs ancres dans les anses de mouillage. Dans l'après-midi du 2 février, l'isthme du fort de Penthièvre, qui est l'endroit le plus étroit de la presqu'île a été totalement recouvert par l'eau , la circulation a été un moment impossible sur toute la route et le train se rendant à Auray a roulé ses roues dans l'eau sur une longueur de 80 à 100 mètres... Mardi à marée haute, les quais et particulièrement le quai de l'enfer à Saint-Goustan ont été couverts par la mer. Le Palais : Depuis huit jours, nous avons ici un temps détestable. Le vent, la pluie, la grêle se succèdent avec un en train déconcertant, et il n'est pas rare de voir les éclairs et le tonnerre se mettre de la partie. La mer, toujours grosse, balaie sans cesse nos côtes et fait rage dans le port. Le ressac est tellement fort que les bateaux et les vapeurs ne peuvent que difficilement accoster les quais. Mardi matin, à l'heure de la pleine mer, l'eau a débordé de toutes parts sur les quais et un grand nombre de maison ont été inondées. Il a fallu faire appel aux pompes à incendie pour vider les caves et les sous-sols d'un grand nombre de magasins et de maisons particulières.[...] Les quais sont endommagés dans les différents endroits du port",True,NULL,True,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL
"France","-1.3052866403659777","45.93954567978943",3,2,1904,"La mer est très houleuse autour de la presqu'Ile et les navires de pêche chassent sur leurs ancres dans les anses de mouillage. Dans l'après-midi du 2 février, l'isthme du fort de Penthièvre, qui est l'endroit le plus étroit de la presqu'île a été totalement recouvert par l'eau , la circulation a été un moment impossible sur toute la route et le train se rendant à Auray a roulé ses roues dans l'eau sur une longueur de 80 à 100 mètres... Mardi à marée haute, [...]","à Larmor on signale des avaries causées par la mer. La nuit dernière l'Océan a été de nouveau soulevé par la tempête du sud : outre les quartiers déjà désignés, les quais du port militaire, les quais et la place d'Alger, ont été envahis ce matin à quatre heure et les maison riveraines en partie noyées. Les habitants ont dû se réfugier aux étages en attendant le flux. [...] à Gâvres on signale des avaries causées par la mer. A Groix, on signale de grands dégâts dans les travaux du port de Locmaria. La mer est très houleuse autour de la presqu'Ile et les navires de pêche chassent sur leurs ancres dans les anses de mouillage. Dans l'après-midi du 2 février, l'isthme du fort de Penthièvre, qui est l'endroit le plus étroit de la presqu'île a été totalement recouvert par l'eau , la circulation a été un moment impossible sur toute la route et le train se rendant à Auray a roulé ses roues dans l'eau sur une longueur de 80 à 100 mètres... Mardi à marée haute, les quais et particulièrement le quai de l'enfer à Saint-Goustan ont été couverts par la mer. Le Palais : Depuis huit jours, nous avons ici un temps détestable. Le vent, la pluie, la grêle se succèdent avec un en train déconcertant, et il n'est pas rare de voir les éclairs et le tonnerre se mettre de la partie. La mer, toujours grosse, balaie sans cesse nos côtes et fait rage dans le port. Le ressac est tellement fort que les bateaux et les vapeurs ne peuvent que difficilement accoster les quais. Mardi matin, à l'heure de la pleine mer, l'eau a débordé de toutes parts sur les quais et un grand nombre de maison ont été inondées. Il a fallu faire appel aux pompes à incendie pour vider les caves et les sous-sols d'un grand nombre de magasins et de maisons particulières.[...] Les quais sont endommagés dans les différents endroits du port",NULL,NULL,NULL,True,True,NULL,True,True,NULL,NULL,NULL,NULL
